piece_id,piece_name,part_id,instrument,notes_path,score_path,split,rhythmic_precision,perf_midi_paths,score_parts,alignment_path
12,Spring,1,vn,data/aligned/URMP/test/12_Spring_vn_vn_vc/Notes_1_vn_12_Spring.txt,data/aligned/URMP/test/12_Spring_vn_vn_vc/Sco_12_Spring_vn_vn_vc.xml,test,y,data/aligned/URMP/test/12_Spring_vn_vn_vc/Notes_1_vn_12_Spring.midi,data/aligned/URMP/test/12_Spring_vn_vn_vc/Sco_12_Spring_1.xml,alignments/alignment_12_Spring_1.json
12,Spring,2,vn,data/aligned/URMP/test/12_Spring_vn_vn_vc/Notes_2_vn_12_Spring.txt,data/aligned/URMP/test/12_Spring_vn_vn_vc/Sco_12_Spring_vn_vn_vc.xml,test,y,data/aligned/URMP/test/12_Spring_vn_vn_vc/Notes_2_vn_12_Spring.midi,data/aligned/URMP/test/12_Spring_vn_vn_vc/Sco_12_Spring_2.xml,alignments/alignment_12_Spring_2.json
12,Spring,3,vc,data/aligned/URMP/test/12_Spring_vn_vn_vc/Notes_3_vc_12_Spring.txt,data/aligned/URMP/test/12_Spring_vn_vn_vc/Sco_12_Spring_vn_vn_vc.xml,test,y,data/aligned/URMP/test/12_Spring_vn_vn_vc/Notes_3_vc_12_Spring.midi,data/aligned/URMP/test/12_Spring_vn_vn_vc/Sco_12_Spring_3.xml,alignments/alignment_12_Spring_3.json
13,Hark,1,vn,data/aligned/URMP/test/13_Hark_vn_vn_va/Notes_1_vn_13_Hark.txt,data/aligned/URMP/test/13_Hark_vn_vn_va/Sco_13_Hark_vn_vn_va.xml,test,y,data/aligned/URMP/test/13_Hark_vn_vn_va/Notes_1_vn_13_Hark.midi,data/aligned/URMP/test/13_Hark_vn_vn_va/Sco_13_Hark_1.xml,alignments/alignment_13_Hark_1.json
13,Hark,2,vn,data/aligned/URMP/test/13_Hark_vn_vn_va/Notes_2_vn_13_Hark.txt,data/aligned/URMP/test/13_Hark_vn_vn_va/Sco_13_Hark_vn_vn_va.xml,test,y,data/aligned/URMP/test/13_Hark_vn_vn_va/Notes_2_vn_13_Hark.midi,data/aligned/URMP/test/13_Hark_vn_vn_va/Sco_13_Hark_2.xml,alignments/alignment_13_Hark_2.json
13,Hark,3,va,data/aligned/URMP/test/13_Hark_vn_vn_va/Notes_3_va_13_Hark.txt,data/aligned/URMP/test/13_Hark_vn_vn_va/Sco_13_Hark_vn_vn_va.xml,test,y,data/aligned/URMP/test/13_Hark_vn_vn_va/Notes_3_va_13_Hark.midi,data/aligned/URMP/test/13_Hark_vn_vn_va/Sco_13_Hark_3.xml,alignments/alignment_13_Hark_3.json
14,Waltz,1,fl,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Notes_1_fl_14_Waltz.txt,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Sco_14_Waltz_fl_fl_cl.xml,test,y,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Notes_1_fl_14_Waltz.midi,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Sco_14_Waltz_1.xml,alignments/alignment_14_Waltz_1.json
14,Waltz,2,fl,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Notes_2_fl_14_Waltz.txt,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Sco_14_Waltz_fl_fl_cl.xml,test,y,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Notes_2_fl_14_Waltz.midi,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Sco_14_Waltz_2.xml,alignments/alignment_14_Waltz_2.json
14,Waltz,3,cl,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Notes_3_cl_14_Waltz.txt,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Sco_14_Waltz_fl_fl_cl.xml,test,y,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Notes_3_cl_14_Waltz.midi,data/aligned/URMP/test/14_Waltz_fl_fl_cl/Sco_14_Waltz_3.xml,alignments/alignment_14_Waltz_3.json
15,Surprise,1,tpt,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Notes_1_tpt_15_Surprise.txt,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Sco_15_Surprise_tpt_tpt_tbn.xml,val,n,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Notes_1_tpt_15_Surprise.midi,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Sco_15_Surprise_1.xml,alignments/alignment_15_Surprise_1.json
15,Surprise,2,tpt,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Notes_2_tpt_15_Surprise.txt,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Sco_15_Surprise_tpt_tpt_tbn.xml,val,n,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Notes_2_tpt_15_Surprise.midi,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Sco_15_Surprise_2.xml,alignments/alignment_15_Surprise_2.json
15,Surprise,3,tpt,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Notes_3_tpt_15_Surprise.txt,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Sco_15_Surprise_tpt_tpt_tbn.xml,val,n,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Notes_3_tpt_15_Surprise.midi,data/aligned/URMP/val/15_Surprise_tpt_tpt_tbn/Sco_15_Surprise_3.xml,alignments/alignment_15_Surprise_3.json
16,Surprise,1,tpt,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Notes_1_tpt_16_Surprise.txt,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Sco_16_Surprise_tpt_tpt_sax.xml,val,n,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Notes_1_tpt_16_Surprise.midi,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Sco_16_Surprise_1.xml,alignments/alignment_16_Surprise_1.json
16,Surprise,2,tpt,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Notes_2_tpt_16_Surprise.txt,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Sco_16_Surprise_tpt_tpt_sax.xml,val,n,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Notes_2_tpt_16_Surprise.midi,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Sco_16_Surprise_2.xml,alignments/alignment_16_Surprise_2.json
16,Surprise,3,sax,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Notes_3_sax_16_Surprise.txt,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Sco_16_Surprise_tpt_tpt_sax.xml,val,n,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Notes_3_sax_16_Surprise.midi,data/aligned/URMP/val/16_Surprise_tpt_tpt_sax/Sco_16_Surprise_3.xml,alignments/alignment_16_Surprise_3.json
17,Nocturne,1,vn,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Notes_1_vn_17_Nocturne.txt,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Sco_17_Nocturne_vn_fl_cl.xml,val,y,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Notes_1_vn_17_Nocturne.midi,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Sco_17_Nocturne_1.xml,alignments/alignment_17_Nocturne_1.json
17,Nocturne,2,fl,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Notes_2_fl_17_Nocturne.txt,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Sco_17_Nocturne_vn_fl_cl.xml,val,y,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Notes_2_fl_17_Nocturne.midi,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Sco_17_Nocturne_2.xml,alignments/alignment_17_Nocturne_2.json
17,Nocturne,3,cl,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Notes_3_cl_17_Nocturne.txt,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Sco_17_Nocturne_vn_fl_cl.xml,val,y,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Notes_3_cl_17_Nocturne.midi,data/aligned/URMP/val/17_Nocturne_vn_fl_cl/Sco_17_Nocturne_3.xml,alignments/alignment_17_Nocturne_3.json
18,Nocturne,1,vn,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Notes_1_vn_18_Nocturne.txt,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Sco_18_Nocturne_vn_fl_tpt.xml,val,y,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Notes_1_vn_18_Nocturne.midi,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Sco_18_Nocturne_1.xml,alignments/alignment_18_Nocturne_1.json
18,Nocturne,2,fl,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Notes_2_fl_18_Nocturne.txt,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Sco_18_Nocturne_vn_fl_tpt.xml,val,y,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Notes_2_fl_18_Nocturne.midi,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Sco_18_Nocturne_2.xml,alignments/alignment_18_Nocturne_2.json
18,Nocturne,3,tpt,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Notes_3_tpt_18_Nocturne.txt,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Sco_18_Nocturne_vn_fl_tpt.xml,val,n,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Notes_3_tpt_18_Nocturne.midi,data/aligned/URMP/val/18_Nocturne_vn_fl_tpt/Sco_18_Nocturne_3.xml,alignments/alignment_18_Nocturne_3.json
19,Pavane,1,cl,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Notes_1_cl_19_Pavane.txt,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Sco_19_Pavane_cl_vn_vc.xml,test,y,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Notes_1_cl_19_Pavane.midi,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Sco_19_Pavane_1.xml,alignments/alignment_19_Pavane_1.json
19,Pavane,2,vn,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Notes_2_vn_19_Pavane.txt,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Sco_19_Pavane_cl_vn_vc.xml,test,y,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Notes_2_vn_19_Pavane.midi,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Sco_19_Pavane_2.xml,alignments/alignment_19_Pavane_2.json
19,Pavane,3,vc,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Notes_3_vc_19_Pavane.txt,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Sco_19_Pavane_cl_vn_vc.xml,test,y,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Notes_3_vc_19_Pavane.midi,data/aligned/URMP/test/19_Pavane_cl_vn_vc/Sco_19_Pavane_3.xml,alignments/alignment_19_Pavane_3.json
20,Pavane,1,tpt,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Notes_1_tpt_20_Pavane.txt,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Sco_20_Pavane_tpt_vn_vc.xml,test,n,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Notes_1_tpt_20_Pavane.midi,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Sco_20_Pavane_1.xml,alignments/alignment_20_Pavane_1.json
20,Pavane,2,vn,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Notes_2_vn_20_Pavane.txt,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Sco_20_Pavane_tpt_vn_vc.xml,test,y,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Notes_2_vn_20_Pavane.midi,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Sco_20_Pavane_2.xml,alignments/alignment_20_Pavane_2.json
20,Pavane,3,vc,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Notes_3_vc_20_Pavane.txt,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Sco_20_Pavane_tpt_vn_vc.xml,test,y,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Notes_3_vc_20_Pavane.midi,data/aligned/URMP/test/20_Pavane_tpt_vn_vc/Sco_20_Pavane_3.xml,alignments/alignment_20_Pavane_3.json
21,Rejouissance,1,cl,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_1_cl_21_Rejouissance.txt,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_cl_tbn_tba.xml,test,y,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_1_cl_21_Rejouissance.midi,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_1.xml,alignments/alignment_21_Rejouissance_1.json
21,Rejouissance,2,tbn,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_2_tbn_21_Rejouissance.txt,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_cl_tbn_tba.xml,test,y,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_2_tbn_21_Rejouissance.midi,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_2.xml,alignments/alignment_21_Rejouissance_2.json
21,Rejouissance,3,tba,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_3_tba_21_Rejouissance.txt,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_cl_tbn_tba.xml,test,y,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_3_tba_21_Rejouissance.midi,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_3.xml,alignments/alignment_21_Rejouissance_3.json
22,Rejouissance,1,sax,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_1_sax_22_Rejouissance.txt,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_sax_tbn_tba.xml,test,y,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_1_sax_22_Rejouissance.midi,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_1.xml,alignments/alignment_22_Rejouissance_1.json
22,Rejouissance,2,tbn,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_2_tbn_22_Rejouissance.txt,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_sax_tbn_tba.xml,test,y,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_2_tbn_22_Rejouissance.midi,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_2.xml,alignments/alignment_22_Rejouissance_2.json
22,Rejouissance,3,tba,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_3_tba_22_Rejouissance.txt,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_sax_tbn_tba.xml,test,y,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_3_tba_22_Rejouissance.midi,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_3.xml,alignments/alignment_22_Rejouissance_3.json
23,Rejouissance,1,cl,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_1_cl_23_Rejouissance.txt,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_cl_sax_tba.xml,test,y,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_1_cl_23_Rejouissance.midi,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_1.xml,alignments/alignment_23_Rejouissance_1.json
23,Rejouissance,2,sax,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_2_sax_23_Rejouissance.txt,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_cl_sax_tba.xml,test,y,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_2_sax_23_Rejouissance.midi,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_2.xml,alignments/alignment_23_Rejouissance_2.json
23,Rejouissance,3,tba,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_3_tba_23_Rejouissance.txt,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_cl_sax_tba.xml,test,y,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_3_tba_23_Rejouissance.midi,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_3.xml,alignments/alignment_23_Rejouissance_3.json
24,Pirates,1,vn,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_1_vn_24_Pirates.txt,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_vn_vn_va_vc.xml,test,y,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_1_vn_24_Pirates.midi,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_1.xml,alignments/alignment_24_Pirates_1.json
24,Pirates,2,vn,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_2_vn_24_Pirates.txt,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_vn_vn_va_vc.xml,test,y,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_2_vn_24_Pirates.midi,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_2.xml,alignments/alignment_24_Pirates_2.json
24,Pirates,3,va,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_3_va_24_Pirates.txt,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_vn_vn_va_vc.xml,test,y,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_3_va_24_Pirates.midi,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_3.xml,alignments/alignment_24_Pirates_3.json
